"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Costa Rica","CRI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4791476003.9351","4881521089.29929","5147192571.92939","5502293447.03228","5703625022.51326","6170782003.84715","6600843488.47545","6973799457.42836","7564710709.92945","7980149488.38752","8578910825.25369","9160432761.16127","9909577086.74681","10673498041.7255","11265332833.5636","11501912827.076","12136538274.8651","13217233222.4583","14045648007.8089","14739379973.1703","14850204693.6185","14514344221.3712","13456891680.4276","13842161507.208","14952871483.256","15060771662.4701","15894573760.6203","16651876017.0166","17223392943.4393","18199266176.2752","18845897635.4461","19272880655.5387","21046198396.8351","22539887345.8097","23558471251.0644","24537079084.4973","24868442409.7289","26230279541.4689","28107136983.1943","29291799732.2661","30425016886.9205","31487205910.1342","32563084814.8653","33968891756.2986","35471879204.014","36882477494.4683","39584744288.3189","42836683276.9223","44866360242.4874","44474472352.6084","46858456852.1451","48921709324.6601","51310356970.7675","52590430366.2717","54453241194.9079","56441917653.0156","58814918320.6537","61260265569.6888","62862775554.8961","64281157838.9224","61668979511.3658","",
"Caribbean small states","CSS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","23373477057.3375","24414088296.5773","25857639893.8648","27304037587.2191","28527320269.5817","29142359634.4053","31243967698.739","31059482007.8113","30063769374.5765","29696216068.2934","30060635595.3224","31215937695.4446","33019387567.4208","34731072413.8046","35589228827.4117","35926677680.1943","36299622911.8695","35420756686.1238","35770289990.7502","35797384600.291","36272826805.1062","36942036875.0025","37746968918.6137","39313938956.2558","39677824833.0671","40190319156.0025","41060359899.6491","42270952450.5339","43457279440.5671","44727502190.9972","46292750173.9845","48174525872.0993","48745485057.1833","51211313787.301","53122909565.7133","54201112619.5976","56147386012.4441","59293536367.7269","61634964821.0566","63869810253.5512","68218424779.0076","70478652783.3491","71381053275.7741","68844077906.3174","69778869525.6422","70574250068.9204","71517874312.3109","71964067147.8389","72468529841.0875","73243299833.0016","72406840087.8722","72471555398.1925","73828358353.1806","74283427277.9706","68220930221.5678","",
"Cuba","CUB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","23120750306.302","25105402915.0285","26317161843.7536","27221021749.6163","27489010480.9733","30093986236.2422","31727475910.921","34490781331.7717","36765792774.1676","37165871991.9382","35363534232.0066","42326025083.4645","46100759451.7709","48595488552.9335","52448973034.1046","53286412464.1936","53337196219.4258","52055944739.4346","53984898545.8836","54352040789.2434","52749435567.5191","47109098196.5358","41653580519.2294","35456285543.7413","35710482401.7523","36587960794.011","39455999445.9835","40554227615.0331","40618768067.334","43132564230.3266","45683751961.4679","47138793122.9358","47810436669.7248","49623762332.1101","52487320429.3578","58366769728.9211","65409224267.8899","70159331722.9358","73047670765.1376","74107815577.9817","75879253449.5413","78005618403.6697","80357410018.3486","82565312275.2294","83430247192.6606","87133000000","87580655779.8165","89165037486.2385","91169895871.5596","91019611431.1927","81054474018.3486","",
"Curacao","CUW","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2984660454.8893","2963894591.55538","2975663182.71338","2984238592.26477","2990459591.61977","3010687845.49163","3059940719.72523","3135520102.0679","3204126681.03823","3187102853.2008","3189726028.81204","3209266564.04194","3204808344.98828","3179358744.98521","3143150979.68158","3151910782.1229","3120814985.33432","3066520125.38826","3000095279.94639","2898092042.62992","2364843106.78602","",
"Cayman Islands","CYM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4633652466.09865","4780197527.90112","4763113044.52178","4420145925.83703","4300110884.43538","4350381855.27421","4403880835.23341","4460221048.84195","4578618864.75459","4708336733.46934","4860885755.43022","5015658466.33865","5226032281.29125","5425515180.60722","5060362414.49658","",
"Cyprus","CYP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","3097493015.71913","3725240000.79021","4334763805.17317","4671895870.96361","5134673757.99055","5430084103.90635","5566759236.12886","5901973277.21512","6231432149.56472","6777174395.85204","7108072698.91653","7371352178.22803","7892156697.86376","8574573954.74867","9256031834.40679","9941348385.70503","10014864776.5719","10956261967.0552","11032955854.307","11683900106.387","12660962666.3714","12819045113.6245","13157582588.8681","13961622296.4082","14659418653.1188","15533898466.1356","16147885207.3658","16749063949.1171","17188439819.4243","18052389920.2208","18928473095.9642","19820728886.7281","20831203213.1801","21590878029.7395","21155765191.8137","21581989484.9149","21668627779.1587","20921748731.1558","19550730164.4905","19193086876.6725","19842404304.8929","21123143098.1676","22359383572.2179","23632267889.5555","24880804888.1512","23579790561.3669","",
"Czech Republic","CZE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120142052583.973","106187622460.491","105649737161.441","105715138858.682","108790719365.821","115863001168.759","120805040906.55","120178870877.585","119750353168.352","121407876416.485","126265440317.089","130107668072.565","132150170232.227","136886020631.13","143476070938.564","152947812388.841","163297687890.645","172393922455.409","177025133390.924","168780486813.354","172890126530.82","175933614512.933","174552528075.614","174472402052.95","178419147314.396","188033050459.881","192803983942.274","202769490319.63","209255388993.343","215594735504.853","203094954011.891","",
"Germany","DEU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1398784449060.79","1442604165833.27","1504641069065.52","1576525098914.39","1590557256007.34","1576771277634.57","1654809762173.58","1710199854384.86","1761651094839.98","1834766016070.68","1860614725103.57","1870461852829.7","1863076506757.72","1892371711215.94","1945792376994.39","1991089163868.88","2036632127244.51","2065188797761.24","2141750213307.76","2225204617485.91","2342139255489.1","2461781853866.62","2509123803633.37","2484613432320.15","2544042703990.73","2583326450250.06","2604143486148.1","2650813925428.06","2704199536146.72","2755234843518.92","2835481139992.39","2883158861645.24","2877450961484.29","2857305447168.18","2890881304361.69","2912034089955.56","3023170179485.12","3113153483420.82","3143035994104.02","2964076668605.51","3087971590525.68","3209180426118.17","3222610768995.58","3236712633454.9","3308229204839.04","3357585719351.56","3432459876455.05","3524457734041.38","3562734209022.97","3600339162422.63","3435817462174.4","",
"Djibouti","DJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2107763479.41483","2256604108.95994","2430274292.2896","2591951944.03089","2731997695.45149","2961694845.73082","3191833262.48686","3207792428.79929","",
"Dominica","DMA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","212014830.001368","234352173.555526","191326788.960031","216932401.861856","240424729.696919","250348701.583537","256748410.596895","267523234.631331","271324561.136298","290516314.607904","308840808.702232","332981730.428901","332345280.783083","350351693.481595","355073610.982336","362279548.789933","370109910.050814","370237529.442726","381458920.260123","393300176.695378","401896254.30773","417064730.603546","418541469.281384","428336257.610623","428062787.485097","415957176.595167","442383506.391784","455879257.086468","458869197.125547","480250003.106217","510760153.444015","547131680.138909","540732479.201612","544369631.871101","543152689.812512","537400701.505626","532027013.539049","555691295.067858","540737037.037037","554560951.882352","516853979.407808","528298704.161051","568298267.854584","473932843.206578","",
"Denmark","DNK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","82924593126.7102","88214214003.3142","93213156641.943","93806944242.8225","102502790015.059","107172053291.778","110109542934.509","116199008072.377","122651627971.639","130635327084.435","132721366598.942","136709637791.281","142081486258.605","147896804897.978","146236819663.335","144106668435.121","152644421028.959","155499315943.771","158961210494.935","165111596943.141","164314130489.675","163219594375.45","169233539427.689","173626963822.703","180860502606.804","188101708262.83","197326551524.823","197828286475.179","197801379443.834","199077569084.282","202014449528.001","204829791576.421","208838324345.416","208860644214.547","219998060186.398","226658693444.805","233232021689.227","240837461729.208","246179618941.138","253437048662.499","262932986641.725","265097327404.035","266333597050.533","267372454034.624","274506537368.942","280920770514.868","291913222677.846","294567411335.295","293059176864.39","278680088475.415","283894168259.757","287689202382.588","288340817827.024","291032020819.874","295744975353.148","302673070846.857","312497708532.463","321315569939.823","327708263102.566","334638192450.446","327737534762.376","",
"Dominican Republic","DOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","4530917897.60594","4426106495.99265","5180635534.24653","5517527218.63662","5890780492.72404","5155503055.25983","5849606209.49337","6044254329.7913","6058691664.98771","6718570785.84482","7943143376.88248","8806679513.87177","9722060232.27037","10975794149.1059","11634550656.7002","12238762349.2379","13062201290.1117","13712931937.413","14006482570.1995","14641172211.6514","15807888939.8321","16484445637.7451","16764468338.4177","17540318938.7398","17760080888.8016","17383116959.8892","17995349157.118","19816004739.4224","20243230535.1792","21134041752.1986","19981325093.4069","20169976554.1804","22433236056.9181","24085334652.0081","24711638679.6605","26116601780.7669","27677806561.0305","30137054145.5185","32160599929.1039","34070955367.4169","35659262313.1757","36536307706.3798","38178652517.3909","37664880029.0901","38632918021.9757","42275321072.5494","46153809276.7054","49576553487.2134","51167715084.1298","51651841064.6387","55959424375.3002","57712869851.172","59281140848.7752","62171218046.8145","66554577200.624","71164825256.6849","75903833487.1251","79446041234.7367","84993382978.8095","89287391492.9192","83287065054.8355","",
"Algeria","DZA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","23999022855.823","20733849882.3774","16652382861.0539","22366436351.8606","23672504945.322","25141833231.0285","23933775449.6624","26196226282.794","29024433369.3478","31472145185.6965","34261413498.197","30379006337.5273","38710135763.9307","40186221485.4464","43198145713.9056","45377639735.7032","49183351878.3425","51769700728.3472","56540193593.4834","60768171201.5106","61248608600.3829","63086064461.9983","67123575184.0628","70748250273.4983","74710149833.6599","77474423326.8559","77784321796.8896","77239833468.801","76467430893.3915","79831999504.6833","80470655963.7318","79505007620.9447","80936099589.2719","79236440884.5023","78523315648.2401","81507197551.6835","84848991404.2002","85782330258.1499","90157232197.2361","93042265026.6002","96577871097.6118","99475207230.5398","105045818835.45","112609117791.603","117451309856.641","124380937138.183","126495413069.533","130796257113.896","133935367284.63","136078333161.184","140977153154.987","145065490596.481","149997717276.762","154197653360.511","160057164188.21","165979279263.174","171290616199.596","173517394210.19","175426085546.502","177180346401.967","168144148735.467","",
"East Asia & Pacific (excluding high income)","EAP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","286783713444.309","248150854656.198","246520712428.954","262264770222.493","290843342225.21","321872913159.137","347880018351.663","342934122048.964","348722383291.779","388561395475.307","440717189551.749","470559156157.355","493681770294.196","534491525146.711","555421330891.135","592752355035.018","609355589319.831","656089467402.834","716677889277.998","767852714584.929","825688619185.004","872045532276.498","928207346094.068","999671769873.012","1099385860029.95","1186514948968.73","1271728526591.23","1388213055205.69","1524027626853.59","1610243809155.06","1693446714729.26","1829590973220.69","2034171761277","2264164488591.64","2511903541607.06","2759985132544.12","3010096635344.48","3231056125270.02","3324204056498.2","3536599152182.88","3806787968095.46","4072816101171.19","4401393046656.23","4795329788937.71","5233075504378.11","5755665293367.77","6394259253178.4","7194167124797.68","7815012657951.79","8439680673684.13","9278133216234.75","10081214727347.9","10845203318943.5","11636906072316.8","12449172484319.6","13281198366371.3","14154938722611.4","15103665182366.3","16087745443157","17016933263759.9","17251524473606.1","",
"Early-demographic dividend","EAR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1043461180322.48","1090150391032.46","1128195135080.98","1181537995177.4","1277296043414.66","1348056059670.08","1402852682742.63","1480154427298.82","1577539400187.7","1682464250505.95","1828083864559.05","1939096471513.64","2074064335508.41","2229506139637.91","2381143100760.66","2432198197677.86","2606328680077.74","2708234664291.8","2736316269391.47","2848519419367","2931798338559.42","3045277181345.47","3043512758866.75","3052002528470.22","3115565858020.07","3139600580183.28","3231994083290.64","3320878733802.17","3440612624460.5","3519904853748.25","3711247053061.06","3882461620054.22","4037316969422.61","4179144257172.05","4321661405633.54","4425138175842.56","4683118523164.13","4903624949547.8","5017739662510.74","5120063787155.31","5345768878122.58","5398014263428.33","5494125047812.03","5790214976206.78","6152411774600.96","6514725773157.64","6904607154397.68","7303450208904.15","7562555965857.75","7629215518733.28","8128806328994.79","8537714238774.08","8876238512412.26","9260252213098.19","9651318300636.02","10082377974481.9","10554026490600.8","11035307308113.2","11440210685161.6","11703037495097.2","11175750002752.6","",
"East Asia & Pacific","EAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1158075462173.7","1201808978626.77","1267808184127.52","1366758899475.39","1511040883471.5","1616709469640.92","1756979199617.62","1892538020944.01","2072981982223.27","2311805847890.18","2437338588989.84","2566727248382.42","2752269900473.06","2963120924205.59","2988970299117.2","3099381662446.62","3230965057504.09","3406869873399.52","3604092150812.57","3817602166299.78","3962133485267.28","4146302037905.99","4319377806883.9","4507718666807.2","4788196204323.19","5063411119024.72","5313877201072.76","5648769613230.96","6082798227896.64","6393111998462.42","6719241421142.41","7041669941445.75","7337649227191.61","7643344708092.09","8040216280289.46","8495575114347.5","8972887537104.39","9336348177824.17","9377297215539.42","9727199934216.36","10251608547478.6","10589941374405.5","11053610577569.8","11600165800438.1","12280437899407","13004941037287.6","13844455391455.2","14878772211690.9","15531609226147.1","15928673608874","17141403750111.6","18079496813274.2","19016034478447.9","20013128856458.3","20964036581533.9","21951401205501.8","22974032892813.8","24133820672087.7","25275414410483.5","26302619575881.9","26267553268938.6","",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2081603693369.58","2051278221586.14","1941058328705.7","1735951972312.76","1640012009010.63","1471320168016.7","1452005619560.64","1454544258821.88","1487832370395.35","1464101640378.56","1495865256067.84","1615920919620.37","1661357582850.12","1752771305690.52","1869187845191.86","2026618875957.67","2172287498438.74","2349895320999.59","2532412826434.45","2647514914081.43","2496263891615.76","2621747672811.28","2779796214909.54","2887260892626.03","3003649760154.09","3067822429398.4","3099131447149.27","3153535012936.94","3283708025753.19","3389705484596.58","3468157804813.19","3414610834793.28","",
"Europe & Central Asia","ECS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","7703723997393.56","7987439597818.87","8366056790487.18","8869879775886.55","9061757142893.17","9013248982683.98","9436222492251.67","9704876473633.16","10018240121809.8","10395320719263","10534500866000.6","10584677225036.6","10685147639072.8","10895848183137.6","11184139745306.6","11497624116134.9","11814553375592.5","12179126425973.5","12696534618353.9","13145319343550.4","13452082381557","13510456881444.1","13440485735913.2","13341827899339.4","13506172462650.8","13794889605550.6","14038797793704.2","14470730669133.6","14845734837589.6","15271543216365.3","15922610307374.8","16270474141387.2","16536503129676.9","16830443446417","17366002988464.3","17826780568473.7","18520216999989.2","19187594379024.7","19381930730337.3","18530189927484.4","19023144718835.8","19472507832045.2","19541102208946.5","19716298939311.6","20087780255792.9","20513281111787.6","20917358058352.1","21506923145122.7","21974204440304.5","22370582039152.2","21122173179574.8","",
"Ecuador","ECU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","11683345571.6281","12282048670.6423","12886220692.1956","13157651952.9506","14132271517.0189","14595115066.6414","14545560908.8964","15217722033.5867","15508295061.5815","16232414264.6977","17347894301.4979","18439528973.2386","19364758284.5524","22066274158.4958","24539574622.0139","27232094540.8722","29246503666.7275","29715863873.7949","31411696205.8418","32584624145.8131","33793084551.9767","35689844469.6974","35909281820.1435","35788314663.8059","36727855721.8459","38173097362.9211","39495712166.1056","39393379286.0295","41713833407.2993","42133381944.2238","43683854187.3025","45558477943.1319","46521725705.7094","47439700807.8818","49459802089.652","50573908255.3626","51449720654.55","53676394986.1005","55429750211.1927","52802720505.7765","53379221434.2819","55522733410.3626","57797375793.0758","59371127439.9001","64246103132.8511","67645562499.1411","70624352725.1051","72171071229.7691","76759080483.1984","77193914220.309","79915230250.8205","86203073182.7862","91066617872.099","95571238385.5329","99192306978.8112","99290381000","98072699669.1292","100395440274.107","101689830586.566","101702140245.144","93820098898.9847","",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834750.3396","21345429170.824","22172696193.3495","24504840915.1422","27324754467.6368","28667504458.9721","30114182468.2126","30356681176.6581","29868912345.9564","31445846804.3047","33206347267.0334","34553643778.149","35609492776.0826","36858257209.7878","37432854798.0542","40779032773.7134","46194361684.0583","50353260515.1618","54698126367.1683","57185627386.4369","62910668706.5594","67533693103.2957","74224371652.3091","78005663118.743","85607909948.1121","90565897010.744","94862819131.6917","98498676310.9552","103878004710.967","108989704832.372","115166183176.522","116462268693.683","121671461981.13","125200896548.636","130175343746.145","136218680408.506","143014263359.897","150869114032.583","159280817655.143","168922784444.325","179683172290.32","186035425177.246","190482051403.053","196565009500.488","204608590453.472","213758163779.365","228387426641.28","244575133307.483","262077623372.816","274326082655.675","288446290408.724","293536132737.952","300070833527.974","306628779734.82","315569804747.037","329366576819.407","343682967568.343","358053111984.862","377080487734.144","398037429245.42","412246049856.462","",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","4473604564322.75","4642390009125.42","4869455728497.93","5169011917509.65","5335125175409.44","5293885784240.31","5560029139923.55","5731573118843.45","5910586639735.61","6139534964105.17","6272103214002.23","6304948593696.72","6349876998473.53","6438160643392.46","6591294504076.78","6743738236436.09","6912859616629.98","7087986712622.49","7393182860314.45","7696259803679.63","7973581105525.04","8187070766186.5","8303119626403.46","8248167783875.44","8451057133104.34","8655528116554.06","8801774103443.06","9040003310660.32","9314401510373.28","9590444596651.02","9961034330199.57","10179697191302.8","10275323414604.3","10345368111635.6","10582586342128","10760432836932.5","11108029361974.8","11441385120884.8","11489185097453.8","10969748826793.3","11208750958328.9","11401372030421.7","11305295343628.7","11280390044003","11438501195586.9","11674422820798.6","11892097034000.8","12202920779511.9","12426554235371.5","12621020546215.7","11814004510522.6","",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.62504","1310318715.57749","1588386838.07933","1633788954.83409","1785058836.62898","1926233509.54862","1960377599.03212","1960641859.81268","1899038768.97853","2065307884.05127","2127379250.09781","2070886355.32897","2100950149.07979","2155038050.76473","2134151053.23437","2164601594.48255","1952837970.72801","2028539764.49371","2073049788.22944","2252986365.84984","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","189278929999.793","211687045841.935","232757184921.919","255093725552.565","268635402109.333","285433536189.66","306116222365.524","319402702365.753","340473762960.806","370799813989.342","386709496413.968","404689452375.026","437670613987.706","471758438152.394","498265534353.606","500967146095.172","517518056110.183","532208190961.198","539994415135.686","540218763080.221","552150727660.558","551419301258.645","558292531684.721","568174955234.928","578315103096.446","591740316695.759","610991533665.177","644883982595.442","677736464012.579","710451008568.129","737315955961.954","756088024241.991","763113711724.854","755242255879.622","773241154554.262","794563232953.516","815702782058.594","845904832454.297","883065747700","922719738410.937","971125566803.125","1009319438550","1036884176804.69","1067802972527.73","1101148272942.58","1141362567663.28","1188189559212.11","1231020085328.91","1241941020711.33","1195203899706.64","1197152204342.58","1187402914572.66","1152262422300.78","1135722913640.23","1151440273248.83","1195599995808.59","1231842234380.86","1268472802464.84","1297505426273.83","1324560898111.72","1181205175565.62","",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10254019388.509","10760877052.8203","12165173094.8168","12693120380.1531","12639171425.3594","13914164835.0824","14749525966.5371","15748270637.7266","16945180968.259","18098132398.0648","19822237764.1937","21757994918.8512","23407063928.1871","22205813183.2266","18957312552.2555","19420679530.2801","20831219910.825","21503693454.807","21817309477.984","22474308645.6805","22890762090.1508","23613094924.4117","24980775931.5047","26013436192.7348","27079035672.6617","26279914560.7535","",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","10919391170.2675","11019414306.6054","11926863704.8956","11587184067.9531","10295867375.2518","11290614170.0728","12855417691.7145","12920167201.2278","12873519689.4521","13224509996.5613","12280613280.0666","11215579531.3139","12689624528.6185","13094419056.693","13896781078.9582","15623619245.3033","16113248919.1867","15556030352.599","16359055323.3678","17352576330.7606","18793066846.4797","19077730261.0075","18665391883.2633","21198771447.52","23704204628.4676","26272490503.099","29282310890.1994","32441439350.5667","35297114307.5407","39727092173.7156","44167904219.3321","47987461378.629","53065624131.0235","58508826790.9767","64589334978.8013","70682358692.8433","77442553522.3413","82721152428.0532","89640020508.4013","95069173939.2885","",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5131246242045.82","5317744419617.8","5570850372930.9","5905610434375.15","6088427091040.7","6048097476665.2","6343997045767.65","6526332473005.32","6725376727687.64","6985796910601.37","7130762148817.56","7167255124448.73","7225480961338.92","7330178072516.89","7513150214996.87","7689921307328.08","7888792982826.1","8087601944593.23","8424234705263.54","8754294960803","9050375914427.56","9218656782173.96","9325630924061.11","9272106344564.41","9518009399769.46","9771409549160.22","9955173883019.97","10219266011085.1","10526902172147","10837254546630.3","11259890227173.9","11504802712909.4","11632457391780.5","11738039622764.1","12042238531899","12273942649290.5","12702724684359.6","13103466499533.5","13187461029195.9","12614061684415.7","12897791692356.6","13137402667500.2","13044556472938.7","13040383084244.9","13245856309525","13551929359932.8","13824088154838.5","14213041996600.7","14506612172134.2","14770175597367.8","13890496658892.1","",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","254597223780.802","289464811134.864","329406063043.908","361533665796.622","372207323933.951","388099377096.916","425574753891.465","422244679307.038","452209598642.174","471494206642.45","466778654032.986","495121321632.22","526129542499.74","503410182725.379","496650895597.065","472079752709.617","469762724886.628","486206113954.064","495805147040.566","515621920561.049","534519012222.982","527992530681.958","586195147076.426","543563638849.267","557533487223.632","565523197305.919","570081440181.251","582385093858.373","616734209608.33","648779557684.716","693967000882.629","720742420056.108","760554747699.552","791619145892.92","829673557372.275","828927055471.834","923595056604.902","984261932330.531","1047710912134.37","1115456041397.4","1182746364070.1","1251217091031.64","1341757817369.94","1346229395961.53","1415295001073.42","1481141552930.67","1535704442323.5","1560339195776.8","1594448928180.33","1625040532249.52","1669633080510.08","1720631743301.35","1639111718273.71","",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","50609868256.8301","54458581967.7417","56082507221.7539","57924873462.1891","60959376045.0995","64191965073.93","65715126795.1658","67140375445.5167","68686812988.0757","75276136628.2294","78899731715.7179","80759336343.6144","87006463097.9461","93082844694.5136","96095501717.889","97829927772.9265","98166836909.7293","98401957114.9203","101275006350.294","108487737735.285","114334193866.016","115838693345.703","119439062675.781","123161478423.828","127149067752.734","131661456678.906","135289563831.25","140125930521.484","147436510957.812","154936818098.437","155975322164.062","146794102994.141","141957736303.906","141017978885.547","146606595315.625","152788801142.187","158391841239.844","168424056796.875","177615261582.812","185394056458.984","196097527314.844","201215710279.297","204650762188.672","208751521832.422","217085073153.906","223119713766.016","232105658667.187","244405718572.656","246321847334.766","226432719257.422","233646772072.266","239599308730.469","236250798826.562","234120534076.562","233266209150.781","234534382384.766","241128217493.75","248826017928.906","251667480441.797","254739721635.937","247606663262.109","",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864446541.413121","894854157.388206","927123512.318707","986077182.380225","1034170934.78712","1006245558.72291","1006245558.72291","1140597738.25555","1230889982.30324","1262848939.20037","1423264991.9308","1521313527.43296","1635188054.01236","1825080292.52875","1872553366.91342","1882481854.37892","1933989631.01934","2048172607.89773","2086338285.9949","2341389381.19424","2303846210.80917","2449679458.19669","2303225709.85371","2212015138.55727","2397670110.44245","2287054202.50201","2464298798.31479","2301284940.10029","2323279583.02379","2496099811.66043","2640873668.61233","2569569981.07637","2726313798.99765","2784385166.82493","2926388799.43274","2999548476.64847","3143526816.43195","3074369246.31576","3114336060.39982","3388397593.82884","3330794888.4041","3397410791.06019","3506127906.26398","3541189162.35297","3728872177.49734","3754974297.74601","3824534591.00931","3792001022.67169","3831164590.06603","3778063204.20613","3889692595.79116","3994914343.89614","4051295144.57133","4243092348.88544","4480854660.34361","4682546863.08162","4797065664.45005","5053870095.73893","5246541361.38024","5223164712.00555","4402511310.87186","",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","521063228394.417","547012759973.19","584447414017.366","620879995295.485","662181550405.328","694373557438.493","730840925163.32","766806695424.451","801246352672.883","858210764567.69","910636112294.556","959052047239.664","1002318472123.85","1065911376205.15","1111755362632.65","1101083792491.43","1149055358647.74","1188862221373.28","1236161624649.22","1280045228283.46","1300253881649.64","1314153853595.82","1347078619777.78","1363794045035.68","1384438090121.85","1406904493488.19","1439787739478.76","1476673666392.57","1546714398124.5","1613901522615.43","1661090955411.7","1678502109603.77","1705347110174.84","1694626166709.98","1734591250411.78","1771133801947.67","1796159810500.7","1838123429815.53","1904087419529.25","1969233367607.74","2046499571261.18","2087096421588.52","2110796058518.4","2128171303325.76","2188393293109.35","2224791087607.91","2279283420792.28","2334550031985.42","2340501872979.04","2273251909006.52","2317567536989.14","2368384855035.17","2375801091055.54","2389493466482.81","2412341398046.84","2439188643162.5","2465909086487.94","2522413420333.78","2569458097202.24","2616812485718.01","2411255164955.69","",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2518096285.61661","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","319338880.100054","327904142.657279","328598163.580178","332458532.270118","326589258.966469","",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430396.42149","1946939612.83482","2091971264.2585","2219423259.69408","2320505863.00802","2513881405.59201","2627207294.15752","2735320890.11045","2803944644.68843","3030584978.93241","3293619819.1751","3631503413.67836","4043205891.04162","4454902646.96136","6214014295.29188","7406490779.08232","10045078150.8308","8781197259.97673","6669389035.51109","6701028969.22081","6872102027.72108","7222258254.41941","6998547331.80659","7391042710.22575","7946028886.90841","7760652059.01559","7698287634.93325","6378335987.22336","7197655776.13204","7812717774.2031","8218372618.78488","8720720931.355","8451237952.71145","8784770707.36393","9110927707.08021","9564091381.05935","9910794381.96711","10479512175.3514","10843972169.5593","9875321038.86609","9689372062.04823","9896262772.69652","9871617795.94629","10093465625.2956","10163064416.8734","10435048685.5438","10142180867.7295","10751534050.3411","10395827002.6048","10409376000.3515","11147389028.9243","11937934362.9942","12564804478.7562","13273295983.6773","13846033985.5316","14383107714.0388","14683922099.6348","14753324487.264","14876945039.3652","15460241608.8257","15176119328.9266","",
