"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01750484253188","0.971323798302622","0.931920141006098","0.925464631734179","0.91861181412739","0.946474948273096","0.951132322351584","0.971562627514033","0.969680077831292","0.908374393979044","0.900399149757883","0.971980786600712","0.975749134955925","1.00996289646531","1.05718153490629","1.03299842832055","1.02364555057226","1.04596778455517","1.08644884945052","1.02195356572593","1.04887555573041","1.0053381095461","1.02164632918829","1.03183309057281","1.0411447920002","0.987393167382925","0.971016455310255","0.959978016817397","0.933541201136227","","","",
"Afghanistan","AFG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.238472916123355","0.20603028073656","0.0987191160179498","0.0859856046188432","0.0761314539561651","0.0690201164374886","0.0625880343135185","0.0568266177530693","0.0531974990082466","0.040652730150598","0.0370549371204185","0.0374878650392429","0.0486708995010525","0.0570080382600792","0.0456996082249427","0.0639269698296666","0.0733929460601948","0.0870831291861248","0.158356377673251","0.211306250868557","0.297065211570221","0.407073503097594","0.335351023308404","0.263715760645502","0.234036914423758","0.232175631246749","0.208857195602366","0.20332756862023","0.200151071015376","","","",
"Africa Western and Central","AFW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.440470203040358","0.474867700636726","0.516676903434888","0.518951548675793","0.492858479750043","0.487494789894087","0.507633495479665","0.488415589155106","0.461622319985949","0.453548995521965","0.447243620092775","0.47413968480147","0.474875185600127","0.47459226537591","0.474318246383295","0.50945830203757","0.48795250954826","0.475147837749212","0.475024544693043","0.426769596319387","0.472819124711189","0.497022584362617","0.490866786557112","0.504655298587815","0.507671120670619","0.480743071312896","0.472959364018388","0.476437768956377","0.515544238958445","","","",
"Angola","AGO","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.534250026480402","0.533109051987603","0.503264464053763","0.527722889498498","0.495417829398983","0.773025566852549","0.792321384997224","0.788753199728986","0.740253652438866","0.797258640345661","0.754476371745695","0.761842805096947","0.777423085629899","0.993848349116355","1.02835366708572","0.937036691701652","1.00943403951532","1.1236352782253","1.15599284575018","1.20590158910291","1.22151474078862","1.2163169789758","1.20479888322113","1.26154174238672","1.28536455265954","1.26092098873993","1.2277029417926","1.03431729977182","0.88738036390839","","","",
"Albania","ALB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.84084061606394","1.25811576501704","0.689859284104687","0.641405614065312","0.667178793940271","0.611710203702635","0.621836956875134","0.470097808931287","0.575350084544499","0.955359308384195","1.026213108529","1.0522280929869","1.22910118288698","1.35214448140818","1.41727335767255","1.35149180454706","1.35336220283257","1.42086728796502","1.41484755272088","1.47565225025013","1.57225093811545","1.73482330790188","1.57909199452076","1.65452427763954","1.80678854066866","1.75998705871449","1.71412617289866","1.94887203810602","1.93973156347946","","","",
"Andorra","AND","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.52183165773831","7.23537923975576","6.96307869977243","6.72417751828648","6.5415789137788","6.73347948637645","6.99159454966363","7.30744115177711","7.63953850951045","7.92319164802386","7.95228628230616","7.72154906153481","7.56624029237094","7.24241596064499","7.34426229508197","7.35378022340277","6.79054262608803","6.53104666070003","6.43930360124016","6.15668770201632","6.1571980012788","5.85088599130725","5.94465405752969","5.94280054475672","5.8071276179415","6.02618183683151","6.08060029756129","6.10413392729587","5.97340536048203","","","",
"Arab World","ARB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87077885764533","2.91291128304714","2.95928570730528","3.08222187913976","3.16669029283675","3.16119136573875","3.19604849359934","3.21328533961521","3.16314474976164","3.13129891831799","3.16330493711316","3.28250948039699","3.34722679774357","3.36172777072511","3.47423984595025","3.70429792604365","3.80164616101133","3.88313987385694","4.09353819549368","4.19327154821276","4.32200192749412","4.30874050686413","4.51218940948461","4.49519443939826","4.60019065903552","4.61796354463472","4.57030837009204","4.52835061157416","4.43871596541357","","","",
"United Arab Emirates","ARE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2991024574541","31.7475230479274","29.0516987742171","28.599235666445","29.7640710310468","30.0774419599362","29.8567890226578","30.4900760324045","29.8057666427083","28.9949963402246","26.9745350051546","29.1456562193245","28.2053795466155","27.891143450673","27.0315641070576","25.3431503532305","22.9162374353134","21.3475907811607","22.0326269069436","19.8525570618923","19.0432793083694","18.5899325991994","19.223116133525","20.0154208978824","19.9518524813163","20.9480922596993","21.307609517171","21.9506143326075","20.7974984025486","","","",
"Argentina","ARG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.06082581963544","3.1838929118841","3.20167542914679","3.26846227107407","3.30817356060368","3.2677572934643","3.59072376689167","3.57064352183687","3.69265825392029","3.67974326969499","3.57762821285442","3.34990858910446","3.11742479640605","3.37010217374741","3.68518420855051","3.76212392773554","3.95445381400542","4.12329277901139","4.19534263823654","3.88906040211758","4.12224508735352","4.29601548562594","4.277881788849","4.35988634439761","4.21636063230176","4.31443352245988","4.22753944174089","4.0894715157252","3.9872341980589","","","",
"Armenia","ARM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.61025435790992","5.90257639328904","3.1631046641997","1.49861244544114","0.834433730125859","1.0909602905995","0.811182833982437","1.0660432973166","1.11622544665906","1.00679179804598","1.15976136281082","1.1800624515273","1.02835355322521","1.15973224102019","1.25303469339807","1.49601074980998","1.51776306738226","1.77316149579812","1.95693033637535","1.56158352186598","1.50835119142367","1.71734336020825","1.98319210023857","1.89812716968877","1.88160773079824","1.82529219202211","1.72675278179192","1.80658104876105","1.88024626821933","","","",
"American Samoa","ASM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35822685621992","3.47205782554488","4.49898385019935","3.80072061662891","3.72018273537596","3.93173345759553","3.98996808025536","4.18369196870598","4.50702686461164","4.41920882770442","4.34170536924231","4.532974149096","4.9809701397226","5.16952251264011","4.97840616326683","5.03302153151162","5.31947047089403","5.4743005390996","5.62100381759843","16.0243477859885","5.5662842212882","5.71428571428571","7.96398508965014","5.136050704841","5.18571335969404","5.23666520610018","5.28988573846805","5.23971705527901","5.50466338464095","","","",
"Australia","AUS","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.4467304615853","15.3153205276556","15.3392397827951","15.4163128997566","15.6073928871465","15.9921425409473","16.3612036480804","16.5669384889561","17.5116241782908","17.5969565676847","17.689656972798","17.7695358780199","17.9574992112521","17.6920293133086","18.1478978904379","18.117853570518","18.1206789094546","18.5028519848662","18.2830412439057","18.2074249597772","17.5814449601144","17.2681103655036","16.9692565563587","16.3986459950997","15.7558761009156","15.7864494009173","15.8720795379851","15.7386474030825","15.475516485656","","","",
"Austria","AUT","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58936421003276","8.04911377864628","7.35520218898572","7.31124250265602","7.34490086966953","7.69726474086588","8.1542733229493","8.05969748398634","8.10727223698659","7.88881932213959","7.92978551259517","8.44410916140459","8.58331713469893","9.16834402049986","9.27561372624409","9.26611381933193","8.96156938002267","8.58780201813347","8.49967361637859","7.7211442011774","8.36501501063443","8.13547478127942","7.72361441429771","7.75369957604068","7.25338378134494","7.3067452655704","7.25562651573804","7.48275147921596","7.14663762463773","","","",
